Date,Anomaly
1973-01-01,0.030833333333333334
1973-02-01,0.03883333333333334
1973-03-01,0.041
1973-04-01,0.04733333333333333
1973-05-01,0.053000000000000005
1973-06-01,0.057833333333333334
1973-07-01,0.062000000000000006
1973-08-01,0.06383333333333334
1973-09-01,0.06749999999999999
1973-10-01,0.06816666666666667
1973-11-01,0.07033333333333333
1973-12-01,0.07216666666666667
1974-01-01,0.072
1974-02-01,0.06899999999999999
1974-03-01,0.06666666666666667
1974-04-01,0.06233333333333333
1974-05-01,0.058833333333333335
1974-06-01,0.05716666666666667
1974-07-01,0.05700000000000001
1974-08-01,0.057833333333333334
1974-09-01,0.05516666666666667
1974-10-01,0.05266666666666667
1974-11-01,0.048666666666666664
1974-12-01,0.042333333333333334
1975-01-01,0.040499999999999994
1975-02-01,0.03866666666666666
1975-03-01,0.0395
1975-04-01,0.03933333333333333
1975-05-01,0.04133333333333334
1975-06-01,0.042333333333333334
1975-07-01,0.04183333333333333
1975-08-01,0.04116666666666667
1975-09-01,0.03983333333333334
1975-10-01,0.03716666666666667
1975-11-01,0.033666666666666664
1975-12-01,0.03316666666666667
1976-01-01,0.0335
1976-02-01,0.03483333333333334
1976-03-01,0.034
1976-04-01,0.03483333333333334
1976-05-01,0.032
1976-06-01,0.03233333333333333
1976-07-01,0.03283333333333334
1976-08-01,0.03216666666666667
1976-09-01,0.03183333333333334
1976-10-01,0.02966666666666667
1976-11-01,0.030500000000000003
1976-12-01,0.03416666666666667
1977-01-01,0.041
1977-02-01,0.0465
1977-03-01,0.04900000000000001
1977-04-01,0.052333333333333336
1977-05-01,0.05733333333333333
1977-06-01,0.059833333333333336
1977-07-01,0.06216666666666667
1977-08-01,0.0625
1977-09-01,0.06283333333333334
1977-10-01,0.06199999999999999
1977-11-01,0.06466666666666666
1977-12-01,0.06233333333333333
1978-01-01,0.059000000000000004
1978-02-01,0.05600000000000001
1978-03-01,0.05483333333333333
1978-04-01,0.051833333333333335
1978-05-01,0.049
1978-06-01,0.04516666666666667
1978-07-01,0.044000000000000004
1978-08-01,0.04116666666666667
1978-09-01,0.04066666666666666
1978-10-01,0.04
1978-11-01,0.042333333333333334
1978-12-01,0.044333333333333336
1979-01-01,0.04833333333333333
1979-02-01,0.05183333333333333
1979-03-01,0.05566666666666667
1979-04-01,0.058499999999999996
1979-05-01,0.06066666666666667
1979-06-01,0.064
1979-07-01,0.06566666666666668
1979-08-01,0.06733333333333333
1979-09-01,0.07283333333333333
1979-10-01,0.07783333333333334
1979-11-01,0.08416666666666667
1979-12-01,0.09416666666666666
1980-01-01,0.09916666666666667
1980-02-01,0.10516666666666667
1980-03-01,0.10833333333333334
1980-04-01,0.11266666666666668
1980-05-01,0.11666666666666667
1980-06-01,0.11983333333333333
1980-07-01,0.12466666666666668
1980-08-01,0.13083333333333333
1980-09-01,0.13483333333333333
1980-10-01,0.14049999999999999
1980-11-01,0.148
1980-12-01,0.154
1981-01-01,0.16283333333333333
1981-02-01,0.17099999999999999
1981-03-01,0.18116666666666667
1981-04-01,0.187
1981-05-01,0.19466666666666665
1981-06-01,0.20133333333333334
1981-07-01,0.20666666666666667
1981-08-01,0.21316666666666664
1981-09-01,0.2165
1981-10-01,0.22416666666666665
1981-11-01,0.22983333333333336
1981-12-01,0.23483333333333334
1982-01-01,0.23249999999999998
1982-02-01,0.2326666666666667
1982-03-01,0.22966666666666666
1982-04-01,0.228
1982-05-01,0.2258333333333333
1982-06-01,0.22283333333333336
1982-07-01,0.22233333333333333
1982-08-01,0.22033333333333333
